"id","slug","sku","title","category","category_path","short_description","long_description","base_price_usd","base_price_pkr","compare_at_price_pkr","image_1","image_2","stock","is_best_seller","is_new_arrival","tags","care_instructions","shipping_info","review_count","rating","review_status"
"horse-horse-wear-and-protection-therapy-sheets-2","horse-horse-wear-and-protection-therapy-sheets-2","EQM-0017","Performance Therapy Sheets Series","Horse","Horse > Horse Wear & Protection > Therapy Sheets","Therapy Sheets engineered for dependable daily use in horse wear & protection workflows. Built with premium materials to balance durability, comfort, and clean finish.","Therapy Sheets engineered for dependable daily use in horse wear & protection workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","139","38920","42812","/place holder/1.webp","/place holder/2.webp","45","false","false","therapy-sheets|horse","","","0","0","pending_feature"
"horse-horse-wear-and-protection-therapy-sheets-3","horse-horse-wear-and-protection-therapy-sheets-3","EQM-0018","Premier Therapy Sheets Collection","Horse","Horse > Horse Wear & Protection > Therapy Sheets","Therapy Sheets engineered for dependable daily use in horse wear & protection workflows. Built with premium materials to balance durability, comfort, and clean finish.","Therapy Sheets engineered for dependable daily use in horse wear & protection workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","199","55720","61292","/place holder/1.webp","/place holder/2.webp","55","false","true","therapy-sheets|horse","","","0","0","pending_feature"
"horse-horse-wear-and-protection-neck-covers-1","horse-horse-wear-and-protection-neck-covers-1","EQM-0019","Heritage Neck Covers Edition","Horse","Horse > Horse Wear & Protection > Neck Covers","Neck Covers engineered for dependable daily use in horse wear & protection workflows. Built with premium materials to balance durability, comfort, and clean finish.","Neck Covers engineered for dependable daily use in horse wear & protection workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","29","8120","8932","/place holder/1.webp","/place holder/2.webp","35","true","false","neck-covers|horse","","","0","0","pending_feature"
"horse-horse-wear-and-protection-neck-covers-2","horse-horse-wear-and-protection-neck-covers-2","EQM-0020","Performance Neck Covers Series","Horse","Horse > Horse Wear & Protection > Neck Covers","Neck Covers engineered for dependable daily use in horse wear & protection workflows. Built with premium materials to balance durability, comfort, and clean finish.","Neck Covers engineered for dependable daily use in horse wear & protection workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","74.5","20860","22946","/place holder/1.webp","/place holder/2.webp","45","false","false","neck-covers|horse","","","0","0","pending_feature"
"horse-horse-wear-and-protection-neck-covers-3","horse-horse-wear-and-protection-neck-covers-3","EQM-0021","Premier Neck Covers Collection","Horse","Horse > Horse Wear & Protection > Neck Covers","Neck Covers engineered for dependable daily use in horse wear & protection workflows. Built with premium materials to balance durability, comfort, and clean finish.","Neck Covers engineered for dependable daily use in horse wear & protection workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","120","33600","36960","/place holder/1.webp","/place holder/2.webp","55","false","true","neck-covers|horse","","","0","0","pending_feature"
"horse-horse-boots-and-leg-protection-bell-boots-1","horse-horse-boots-and-leg-protection-bell-boots-1","EQM-0022","Heritage Bell Boots Edition","Horse","Horse > Horse Boots & Leg Protection > Bell Boots","Bell Boots engineered for dependable daily use in horse boots & leg protection workflows. Built with premium materials to balance durability, comfort, and clean finish.","Bell Boots engineered for dependable daily use in horse boots & leg protection workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","29","8120","8932","/place holder/1.webp","/place holder/2.webp","35","true","false","bell-boots|horse","","","0","0","pending_feature"
"horse-horse-boots-and-leg-protection-bell-boots-2","horse-horse-boots-and-leg-protection-bell-boots-2","EQM-0023","Performance Bell Boots Series","Horse","Horse > Horse Boots & Leg Protection > Bell Boots","Bell Boots engineered for dependable daily use in horse boots & leg protection workflows. Built with premium materials to balance durability, comfort, and clean finish.","Bell Boots engineered for dependable daily use in horse boots & leg protection workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","74.5","20860","22946","/place holder/1.webp","/place holder/2.webp","45","false","false","bell-boots|horse","","","0","0","pending_feature"
"horse-horse-boots-and-leg-protection-bell-boots-3","horse-horse-boots-and-leg-protection-bell-boots-3","EQM-0024","Premier Bell Boots Collection","Horse","Horse > Horse Boots & Leg Protection > Bell Boots","Bell Boots engineered for dependable daily use in horse boots & leg protection workflows. Built with premium materials to balance durability, comfort, and clean finish.","Bell Boots engineered for dependable daily use in horse boots & leg protection workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","120","33600","36960","/place holder/1.webp","/place holder/2.webp","55","false","true","bell-boots|horse","","","0","0","pending_feature"
"horse-horse-boots-and-leg-protection-hoof-boots-1","horse-horse-boots-and-leg-protection-hoof-boots-1","EQM-0025","Heritage Hoof Boots Edition","Horse","Horse > Horse Boots & Leg Protection > Hoof Boots","Hoof Boots engineered for dependable daily use in horse boots & leg protection workflows. Built with premium materials to balance durability, comfort, and clean finish.","Hoof Boots engineered for dependable daily use in horse boots & leg protection workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","29","8120","8932","/place holder/1.webp","/place holder/2.webp","35","true","false","hoof-boots|horse","","","0","0","pending_feature"
"horse-horse-boots-and-leg-protection-hoof-boots-2","horse-horse-boots-and-leg-protection-hoof-boots-2","EQM-0026","Performance Hoof Boots Series","Horse","Horse > Horse Boots & Leg Protection > Hoof Boots","Hoof Boots engineered for dependable daily use in horse boots & leg protection workflows. Built with premium materials to balance durability, comfort, and clean finish.","Hoof Boots engineered for dependable daily use in horse boots & leg protection workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","74.5","20860","22946","/place holder/1.webp","/place holder/2.webp","45","false","false","hoof-boots|horse","","","0","0","pending_feature"
"horse-horse-boots-and-leg-protection-hoof-boots-3","horse-horse-boots-and-leg-protection-hoof-boots-3","EQM-0027","Premier Hoof Boots Collection","Horse","Horse > Horse Boots & Leg Protection > Hoof Boots","Hoof Boots engineered for dependable daily use in horse boots & leg protection workflows. Built with premium materials to balance durability, comfort, and clean finish.","Hoof Boots engineered for dependable daily use in horse boots & leg protection workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","120","33600","36960","/place holder/1.webp","/place holder/2.webp","55","false","true","hoof-boots|horse","","","0","0","pending_feature"
"horse-horse-boots-and-leg-protection-ice-boots-1","horse-horse-boots-and-leg-protection-ice-boots-1","EQM-0028","Heritage Ice Boots Edition","Horse","Horse > Horse Boots & Leg Protection > Ice Boots","Ice Boots engineered for dependable daily use in horse boots & leg protection workflows. Built with premium materials to balance durability, comfort, and clean finish.","Ice Boots engineered for dependable daily use in horse boots & leg protection workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","29","8120","8932","/place holder/1.webp","/place holder/2.webp","35","true","false","ice-boots|horse","","","0","0","pending_feature"
"horse-horse-boots-and-leg-protection-ice-boots-2","horse-horse-boots-and-leg-protection-ice-boots-2","EQM-0029","Performance Ice Boots Series","Horse","Horse > Horse Boots & Leg Protection > Ice Boots","Ice Boots engineered for dependable daily use in horse boots & leg protection workflows. Built with premium materials to balance durability, comfort, and clean finish.","Ice Boots engineered for dependable daily use in horse boots & leg protection workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","74.5","20860","22946","/place holder/1.webp","/place holder/2.webp","45","false","false","ice-boots|horse","","","0","0","pending_feature"
"horse-horse-boots-and-leg-protection-ice-boots-3","horse-horse-boots-and-leg-protection-ice-boots-3","EQM-0030","Premier Ice Boots Collection","Horse","Horse > Horse Boots & Leg Protection > Ice Boots","Ice Boots engineered for dependable daily use in horse boots & leg protection workflows. Built with premium materials to balance durability, comfort, and clean finish.","Ice Boots engineered for dependable daily use in horse boots & leg protection workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","120","33600","36960","/place holder/1.webp","/place holder/2.webp","55","false","true","ice-boots|horse","","","0","0","pending_feature"
"horse-horse-boots-and-leg-protection-shipping-boots-1","horse-horse-boots-and-leg-protection-shipping-boots-1","EQM-0031","Heritage Shipping Boots Edition","Horse","Horse > Horse Boots & Leg Protection > Shipping Boots","Shipping Boots engineered for dependable daily use in horse boots & leg protection workflows. Built with premium materials to balance durability, comfort, and clean finish.","Shipping Boots engineered for dependable daily use in horse boots & leg protection workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","29","8120","8932","/place holder/1.webp","/place holder/2.webp","35","true","false","shipping-boots|horse","","","0","0","pending_feature"
"horse-horse-boots-and-leg-protection-shipping-boots-2","horse-horse-boots-and-leg-protection-shipping-boots-2","EQM-0032","Performance Shipping Boots Series","Horse","Horse > Horse Boots & Leg Protection > Shipping Boots","Shipping Boots engineered for dependable daily use in horse boots & leg protection workflows. Built with premium materials to balance durability, comfort, and clean finish.","Shipping Boots engineered for dependable daily use in horse boots & leg protection workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","74.5","20860","22946","/place holder/1.webp","/place holder/2.webp","45","false","false","shipping-boots|horse","","","0","0","pending_feature"
"horse-horse-boots-and-leg-protection-shipping-boots-3","horse-horse-boots-and-leg-protection-shipping-boots-3","EQM-0033","Premier Shipping Boots Collection","Horse","Horse > Horse Boots & Leg Protection > Shipping Boots","Shipping Boots engineered for dependable daily use in horse boots & leg protection workflows. Built with premium materials to balance durability, comfort, and clean finish.","Shipping Boots engineered for dependable daily use in horse boots & leg protection workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","120","33600","36960","/place holder/1.webp","/place holder/2.webp","55","false","true","shipping-boots|horse","","","0","0","pending_feature"
"horse-horse-boots-and-leg-protection-therapeutic-boots-1","horse-horse-boots-and-leg-protection-therapeutic-boots-1","EQM-0034","Heritage Therapeutic Boots Edition","Horse","Horse > Horse Boots & Leg Protection > Therapeutic Boots","Therapeutic Boots engineered for dependable daily use in horse boots & leg protection workflows. Built with premium materials to balance durability, comfort, and clean finish.","Therapeutic Boots engineered for dependable daily use in horse boots & leg protection workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","29","8120","8932","/place holder/1.webp","/place holder/2.webp","35","true","false","therapeutic-boots|horse","","","0","0","pending_feature"
"horse-horse-boots-and-leg-protection-therapeutic-boots-2","horse-horse-boots-and-leg-protection-therapeutic-boots-2","EQM-0035","Performance Therapeutic Boots Series","Horse","Horse > Horse Boots & Leg Protection > Therapeutic Boots","Therapeutic Boots engineered for dependable daily use in horse boots & leg protection workflows. Built with premium materials to balance durability, comfort, and clean finish.","Therapeutic Boots engineered for dependable daily use in horse boots & leg protection workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","74.5","20860","22946","/place holder/1.webp","/place holder/2.webp","45","false","false","therapeutic-boots|horse","","","0","0","pending_feature"
"horse-horse-boots-and-leg-protection-therapeutic-boots-3","horse-horse-boots-and-leg-protection-therapeutic-boots-3","EQM-0036","Premier Therapeutic Boots Collection","Horse","Horse > Horse Boots & Leg Protection > Therapeutic Boots","Therapeutic Boots engineered for dependable daily use in horse boots & leg protection workflows. Built with premium materials to balance durability, comfort, and clean finish.","Therapeutic Boots engineered for dependable daily use in horse boots & leg protection workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","120","33600","36960","/place holder/1.webp","/place holder/2.webp","55","false","true","therapeutic-boots|horse","","","0","0","pending_feature"
"horse-horse-boots-and-leg-protection-leg-wraps-and-bandages-1","horse-horse-boots-and-leg-protection-leg-wraps-and-bandages-1","EQM-0037","Heritage Leg Wraps & Bandages Edition","Horse","Horse > Horse Boots & Leg Protection > Leg Wraps & Bandages","Leg Wraps & Bandages engineered for dependable daily use in horse boots & leg protection workflows. Built with premium materials to balance durability, comfort, and clean finish.","Leg Wraps & Bandages engineered for dependable daily use in horse boots & leg protection workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","29","8120","8932","/place holder/1.webp","/place holder/2.webp","35","true","false","leg-wraps-and-bandages|horse","","","0","0","pending_feature"
"horse-horse-boots-and-leg-protection-leg-wraps-and-bandages-2","horse-horse-boots-and-leg-protection-leg-wraps-and-bandages-2","EQM-0038","Performance Leg Wraps & Bandages Series","Horse","Horse > Horse Boots & Leg Protection > Leg Wraps & Bandages","Leg Wraps & Bandages engineered for dependable daily use in horse boots & leg protection workflows. Built with premium materials to balance durability, comfort, and clean finish.","Leg Wraps & Bandages engineered for dependable daily use in horse boots & leg protection workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","74.5","20860","22946","/place holder/1.webp","/place holder/2.webp","45","false","false","leg-wraps-and-bandages|horse","","","0","0","pending_feature"
"horse-horse-boots-and-leg-protection-leg-wraps-and-bandages-3","horse-horse-boots-and-leg-protection-leg-wraps-and-bandages-3","EQM-0039","Premier Leg Wraps & Bandages Collection","Horse","Horse > Horse Boots & Leg Protection > Leg Wraps & Bandages","Leg Wraps & Bandages engineered for dependable daily use in horse boots & leg protection workflows. Built with premium materials to balance durability, comfort, and clean finish.","Leg Wraps & Bandages engineered for dependable daily use in horse boots & leg protection workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","120","33600","36960","/place holder/1.webp","/place holder/2.webp","55","false","true","leg-wraps-and-bandages|horse","","","0","0","pending_feature"
"horse-bits-and-tack-english-bits-ring-bits-1","horse-bits-and-tack-english-bits-ring-bits-1","EQM-0040","Heritage Ring Bits Edition","Horse","Horse > Bits & Tack > English Bits > Ring Bits","Ring Bits engineered for dependable daily use in english bits workflows. Built with premium materials to balance durability, comfort, and clean finish.","Ring Bits engineered for dependable daily use in english bits workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","45","12600","13860","/place holder/1.webp","/place holder/2.webp","35","true","false","ring-bits|horse","","","0","0","pending_feature"
"horse-bits-and-tack-english-bits-ring-bits-2","horse-bits-and-tack-english-bits-ring-bits-2","EQM-0041","Performance Ring Bits Series","Horse","Horse > Bits & Tack > English Bits > Ring Bits","Ring Bits engineered for dependable daily use in english bits workflows. Built with premium materials to balance durability, comfort, and clean finish.","Ring Bits engineered for dependable daily use in english bits workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","117","32760","36036","/place holder/1.webp","/place holder/2.webp","45","false","false","ring-bits|horse","","","0","0","pending_feature"
"horse-bits-and-tack-english-bits-ring-bits-3","horse-bits-and-tack-english-bits-ring-bits-3","EQM-0042","Premier Ring Bits Collection","Horse","Horse > Bits & Tack > English Bits > Ring Bits","Ring Bits engineered for dependable daily use in english bits workflows. Built with premium materials to balance durability, comfort, and clean finish.","Ring Bits engineered for dependable daily use in english bits workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","189","52920","58212","/place holder/1.webp","/place holder/2.webp","55","false","true","ring-bits|horse","","","0","0","pending_feature"
"horse-bits-and-tack-english-bits-full-cheek-bits-1","horse-bits-and-tack-english-bits-full-cheek-bits-1","EQM-0043","Heritage Full Cheek Bits Edition","Horse","Horse > Bits & Tack > English Bits > Full Cheek Bits","Full Cheek Bits engineered for dependable daily use in english bits workflows. Built with premium materials to balance durability, comfort, and clean finish.","Full Cheek Bits engineered for dependable daily use in english bits workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","45","12600","13860","/place holder/1.webp","/place holder/2.webp","35","true","false","full-cheek-bits|horse","","","0","0","pending_feature"
"horse-bits-and-tack-english-bits-full-cheek-bits-2","horse-bits-and-tack-english-bits-full-cheek-bits-2","EQM-0044","Performance Full Cheek Bits Series","Horse","Horse > Bits & Tack > English Bits > Full Cheek Bits","Full Cheek Bits engineered for dependable daily use in english bits workflows. Built with premium materials to balance durability, comfort, and clean finish.","Full Cheek Bits engineered for dependable daily use in english bits workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","117","32760","36036","/place holder/1.webp","/place holder/2.webp","45","false","false","full-cheek-bits|horse","","","0","0","pending_feature"
"horse-bits-and-tack-english-bits-full-cheek-bits-3","horse-bits-and-tack-english-bits-full-cheek-bits-3","EQM-0045","Premier Full Cheek Bits Collection","Horse","Horse > Bits & Tack > English Bits > Full Cheek Bits","Full Cheek Bits engineered for dependable daily use in english bits workflows. Built with premium materials to balance durability, comfort, and clean finish.","Full Cheek Bits engineered for dependable daily use in english bits workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","189","52920","58212","/place holder/1.webp","/place holder/2.webp","55","false","true","full-cheek-bits|horse","","","0","0","pending_feature"
"horse-bits-and-tack-english-bits-egg-butt-and-d-ring-bits-1","horse-bits-and-tack-english-bits-egg-butt-and-d-ring-bits-1","EQM-0046","Heritage Egg Butt & D-Ring Bits Edition","Horse","Horse > Bits & Tack > English Bits > Egg Butt & D-Ring Bits","Egg Butt & D-Ring Bits engineered for dependable daily use in english bits workflows. Built with premium materials to balance durability, comfort, and clean finish.","Egg Butt & D-Ring Bits engineered for dependable daily use in english bits workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","45","12600","13860","/place holder/1.webp","/place holder/2.webp","35","true","false","egg-butt-and-d-ring-bits|horse","","","0","0","pending_feature"
"horse-bits-and-tack-english-bits-egg-butt-and-d-ring-bits-2","horse-bits-and-tack-english-bits-egg-butt-and-d-ring-bits-2","EQM-0047","Performance Egg Butt & D-Ring Bits Series","Horse","Horse > Bits & Tack > English Bits > Egg Butt & D-Ring Bits","Egg Butt & D-Ring Bits engineered for dependable daily use in english bits workflows. Built with premium materials to balance durability, comfort, and clean finish.","Egg Butt & D-Ring Bits engineered for dependable daily use in english bits workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","117","32760","36036","/place holder/1.webp","/place holder/2.webp","45","false","false","egg-butt-and-d-ring-bits|horse","","","0","0","pending_feature"
"horse-bits-and-tack-english-bits-egg-butt-and-d-ring-bits-3","horse-bits-and-tack-english-bits-egg-butt-and-d-ring-bits-3","EQM-0048","Premier Egg Butt & D-Ring Bits Collection","Horse","Horse > Bits & Tack > English Bits > Egg Butt & D-Ring Bits","Egg Butt & D-Ring Bits engineered for dependable daily use in english bits workflows. Built with premium materials to balance durability, comfort, and clean finish.","Egg Butt & D-Ring Bits engineered for dependable daily use in english bits workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","189","52920","58212","/place holder/1.webp","/place holder/2.webp","55","false","true","egg-butt-and-d-ring-bits|horse","","","0","0","pending_feature"
